Date,PMID,Title,Abstract,PoI Re,DoI Rel,Is Systematic,Study Type,Study Outcome,PoI List,DoI List,Score
2023-11-02,37544614,Detection of subclinical microvascular changes in systemic lupus erythematous using optical coherence tomography angiography: A systematic review and meta-analysis.,"Systemic lupus erythematosus (SLE) is a chronic, systemic, autoimmune connective tissue disease that affects several vascular territories. We sought to assess the role of optical coherence tomography angiography in detecting subclinical microvascular alterations in SLE patients. PubMed, Scopus, and Web of Science databases were systematically searched until January 21, 2023. Studies using optical coherence tomography angiography as a primary diagnostic method to evaluate the macular microvasculature of SLE patients versus healthy controls were included. Primary outcomes were macular vessel density and foveal zone parameters. A meta-analysis was performed using a random-effects model. Of 301 screened abstracts, 15 were found eligible, enrolling 1,246 eyes from 1,013 patients. SLE patients presented a reduction of macular vessel density at both plexuses in all zones (whole scan, fovea, parafovea, and perifovea), and of foveal density compared with healthy controls. No differences were found at foveal avascular zone parameters. SLE patients presented a reduction of macular vessel density without signs or symptoms of SLE ocular involvement. Optical coherence tomography angiography application for the assessment of subclinical microvascular changes needs to be elucidated with longitudinal studies.",no,no,yes,human non-RCT,diagnostic,,,0
2023-11-02,37551657,Rhabdomyolysis during ACTH therapy for west syndrome.,,no,no,no,not a study,,,,0
2023-11-02,37572309,Lymphomas of the salivary glands: a systematic review.,"Lymphomas constitute 2% of all salivary gland tumors and are the second most common group of malignancies in the head and neck region.In this systematic review, the demographics and characteristics of salivary gland lymphomas are presented.All types of studies that involve data of salivary gland lymphomas between 1990 and 2020 were identified and screened.A total of 169 articles with 1640 patients were identified. The median age of the patients was 59 years with a range between 10 and 87 years. The anatomic locations of salivary gland lymphomas were distributed with 88% in the parotid glands, 9% in the submandibular glands, 1% in the minor salivary glands, and 0.3% in the sublingual glands. The overall survival at 12 months is high and in line with the outcome of indolent lymphomas in general. The predominant indolent subtypes were extranodal marginal zone lymphomas and follicular lymphomas, whereas the more aggressive subtypes were mainly diffuse large B-cell lymphomas, mantle cell lymphomas, and T-cell lymphomas.In conclusion, lymphomas occur in all salivary glands and mainly in elderly female patients. Sjögren's syndrome is frequently associated. Depending on the anatomical location, the lymphoma subtypes vary in aggressiveness, stage, and prognosis.",no,no,yes,other,,,,0
2023-11-02,37608634,Exploring the current use of animal models in glaucoma drug discovery: where are we in 2023?,"Animal models are widely used in glaucoma-related research. Since the elevated intraocular pressure (IOP) is a major risk factor underlying the disease pathogenesis, animal models with high IOP are commonly used. However, models are also used to represent the clinical context of glaucomatous changes developing despite a normal IOP.Herein, the authors discuss the various factors that contribute to the quality of studies using animal models based on the evaluation of studies published in 2022. The factors affecting the quality of studies using animal models, such as the animal species, age, and sex, are discussed, along with various methods and outcomes of studies involving different animal models of glaucoma.Translating animal research data to clinical applications remains challenging. Our observations in this review clearly indicate that many studies lack scientific robustness not only in their experiment conduct but also in data analysis, interpretation, and presentation. In this context, ensuring the internal validity of animal studies is the first step in quality assurance. External validity, however, is more challenging, and steps should be taken to satisfy external validity at least to some extent.",no,no,no,animal,,,,0
2023-11-02,37638999,Current evidence on diagnosis and treatment of parotid gland lymphomas: a systematic review.,"Parotid gland lymphoma (PGL) is a rare and challenging diagnosis. Different lymphomas can develop in the parotid gland, with the most common being the mucosa-associated lymphoid tissue (MALT) lymphoma, which originates directly from the glandular parenchyma. Other histologic subtypes arise from both intraglandular and extraglandular parotid lymph nodes. A consensus on diagnosis and treatment of PGL is still lacking, and published data is scarce and heterogeneous.We performed a systematic review of the literature, including studies published after 2001, when the WHO classification of lymphoid tumours was introduced.Twenty retrospective studies were included in the analyses, eight of which focused exclusively on MALT lymphomas. Final analysis included 612 cases of PGL, with a 1.68:1 F/M ratio. MALT lymphoma was the most common histology, followed by follicular and diffuse large B-cell lymphoma. Most cases were low stages (IE/IIE acc. Ann Arbour, 76.5%) and only 10% of patients presented with symptoms, most commonly pain (4.8%) and B symptoms (2.2%). A high prevalence of associated autoimmune diseases was found, particularly Sjögren's syndrome, that affected up to 70% of patients with MALT lymphoma. In most cases diagnosis was achieved through parotidectomy (57.5%), or open biopsy (31.2%). Treatment strategies were either surgical, non-surgical or a combination of modalities. Surgery as a single-modality treatment was reported in about 20% of patients, supposing it might be a valuable option for selected patients.Our review showed that the diagnosis and treatment of PGLs is far from being standardized and needs further, more homogeneous reports to reach consensus.",no,no,yes,other,"diagnostic, effectiveness",,,0
2023-11-02,37781889,Cost-effectiveness of NT-proBNP-supported screening of chronic heart failure in patients with or without type 2 diabetes in Austria and Switzerland.,"Heart failure (HF) is a clinical syndrome with a global burden. Signs and symptoms of HF are nonspecific and often shared with other conditions. The N-terminal prohormone of brain natriuretic peptide (NT-proBNP) serves as a useful biomarker for the diagnosis of HF not only in patients with acute symptoms but also in outpatients with an ambiguous clinical presentation. The aim of the analysis is to evaluate the cost-effectiveness of implementing NT-proBNP in the diagnostic algorithm in patients with/without type 2 diabetes mellitus (T2DM), compared with a diagnosis based primarily on clinical signs or symptoms from the perspective of the Austrian and Swiss healthcare system.A time-discrete Markov model was developed to simulate the effect/improvement (lifetime-costs, quality-adjusted life-years [QALYs], and life-years [LYs]) due to an NT-proBNP screening in undetected HF patients. Undetected HF patients are included in the model according to a distribution of New York Heart Association (NYHA) classes. The model considers disease progression by transition of NYHA classes. Undetected patients may remain undetected or be detected with the help of NT-proBNP or symptoms. Patients with known HF exhibit a slower disease progression. The probability of dying is influenced by the respective NYHA class. Direct costs (2021 € or CHF) were derived from published sources. QALYs, LYs, and costs were discounted (3% p.a.).In the per-patient analysis (at age 60 over lifetime), the incremental cost-utility ratio (ICUR)/QALY of NT-proBNP vs. no screening was €3,042 for HF patients in Austria. Considering the total cohort of undetected HF patients (n = 9,377) with the corresponding age structure over a lifetime, the ICUR increases to €4,356. In Switzerland, the per-patient results show an ICUR of CHF 897. Considering the total cohort of undetected HF patients (n = 6,826) the ICUR amounts to CHF 4,513. If indirect costs are considered, NT-proBNP screening becomes the dominant strategy in both countries.Overall, the analysis concludes that screening with NT-proBNP is a highly cost-effective or cost-saving diagnostic option for patients with HF, and a sensitivity analysis confirmed these findings.",no,no,no,other,"effectiveness, biomarker",,,0
2023-11-02,37796532,"The incidence, risk factors, management and prognosis of postoperative systemic complications after ophthalmic surgery: a retrospective study at a tertiary, academic referral hospital over a decade.","To explore the incidence, risk factors, management and prognosis of systemic complications after ophthalmic surgeries.A retrospective review of hospitalized patients undergoing ophthalmic surgeries between 2012 and 2022 at Peking Union Medical College Hospital was performed to summarize and analyse the postoperative systemic complications. Multivariate logistic and linear regression analyses were conducted to clarify the risk factors of postoperative systemic complications and factors associated with the severity of adverse events.A total of 34,841 patients underwent inpatient ophthalmic surgery, among which 162 systemic complications occurred in 150 patients during postoperative hospitalization. The overall incidence rate was 0.4%, with cardiovascular events (48.1%), digestive events (13.6%) and fever (12.3%) being the leading causes. About 17.3% of the cases had conditions improved after observation, 19.1% after symptomatic treatment, 54.9% had consultation with specific intervention and 8.6% were transferred to the corresponding departments for specialized treatment. For the prognosis, 93.8% had condition improved, 5.6% chose voluntary discharge without improvement, and one patient died of respiratory failure caused by postoperative pulmonary infection. The worse ADL (activities of daily living) grading, indication of primary intraocular lymphoma or intraocular tumour, surgery of simple pars plana vitrectomy (PPV), PPV with silicone oil tamponade, PPV with gas tamponade, general anaesthesia, history of diabetes mellitus (DM), chronic heart failure and digestive system disease were the risk factors positively correlated with postoperative systemic complications (p < .05). The worse ADL grading, history of DM and respiratory system disease were also positively correlated with the severity of the adverse events (p < .05).The incidence of postoperative systemic complications was low among patients undergoing ophthalmic surgery, most were mild and could be relieved after observation, symptomatic or specialist consultation. Patients with worse ADL and history of DM should be paid extra attention.",no,no,no,human non-RCT,safety,,,0
2023-11-02,37816574,Isolated ACTH deficiency: an uncommon cause of hyperferritinaemia.,"Isolated adrenocorticotropic hormone deficiency (IAD) is a rare disorder but not a known cause of hyperferritinaemia. We here report a man with IAD who presented with mild anaemia and unexpected hyperferritinaemia (serum ferritin, 1796 µg/L). He had high serum hepcidin and relatively low erythropoietin levels for his anaemia, with hepcidin and ferritin levels reducing with hydrocortisone supplementation. We speculate that low glucocorticoid levels might suppress erythropoiesis and anti-inflammatory activity, resulting in a higher hepcidin level and hyperferritinaemia. The possibility of adrenal insufficiency including IAD should be considered as a differential diagnosis in patients with unexplained hyperferritinaemia.",no,no,no,other,biomarker,,,0
2023-11-02,37858319,ABC-AF-Stroke score predicts thromboembolism in non-anticoagulated patients following successful atrial fibrillation ablation: a report from the Chinese Atrial Fibrillation Registry.,"The age, biomarkers, and clinical history (ABC)-atrial fibrillation (AF)-Stroke score have been proposed to refine stroke risk stratification, beyond what clinical risk scores such as the CHA2DS2-VASc score can offer. This study aimed to identify risk factors associated with thromboembolism and evaluate the performance of the ABC-AF-Stroke score in predicting thromboembolism in non-anticoagulated AF patients following successful ablations.A total of 2692 patients who underwent successful ablations with discontinued anticoagulation after a 3-month blanking period in the Chinese Atrial Fibrillation Registry (CAFR) between 2013 and 2019 were included. Cox regression analysis was conducted to present the association of risk factors with thromboembolism risk. The ABC-AF-Stroke score was evaluated in terms of discrimination, including concordance index (C-index), net reclassification improvement (NRI) and integrated discrimination improvement (IDI), clinical utilization by decision curve analysis (DCA), and calibration by comparing the predicted risk with the observed annualized event rate.After a median follow-up of 3.5 years, 64 patients experienced thromboembolism events. Age, prior history of stroke/transient ischemic attack (TIA), high-sensitivity cardiac troponin T (cTnT-hs), and N-terminal pro-B-type natriuretic peptide (NT-proBNP) were independently associated with thromboembolism risk. The ABC-AF-Stroke score performed statistically significantly better than the CHA2DS2-VASc score in terms of C-index (0.67, 95% confidence interval [CI]: 0.59-0.74 vs. 0.60, 95% CI: 0.52-0.67, P = 0.030) and reclassification capacity. The DCA implied that the ABC-AF-Stroke score could identify more thromboembolism events without increasing the false positive rate compared to the CHA2DS2-VASc score. The calibration curve showed that the ABC-AF-Stroke score was well calibrated in this population.In this real-world study enrolling non-anticoagulated AF patients following successful ablations, age, prior history of stroke/TIA, level of NT-proBNP, and cTnT-hs were independently associated with an increased risk of thromboembolism. The ABC-AF-Stroke score was well-calibrated and statistically significantly outperformed the CHA2DS2-VASc score in predicting thromboembolism risk.",no,no,no,human non-RCT,"effectiveness, biomarker",,,0
2023-11-02,37906299,Comparing continent ileostomy (CI) conversion to repair/redo IPAA: favorable outcomes.,"This study aims to compare the outcomes of repair/redo ileal pouch-anal anastomosis (repair/redo-IPAA) with the conversion of IPAA to continent ileostomy (CI) in an effort to prevent the need for a permanent ileostomy (IS) following IPAA failure.This research involved a retrospective analysis of surgical records, employing descriptive statistics and Kaplan-Meier survival analysis.Among 57 patients with an IPAA, up to three revisions were necessary due to complications or complete failure. Ultimately, repair/redo-IPAA preserved the IPAA in 14 patients (24.6%), conversion to CI salvaged the pouch in 21 patients (36.8%), and IS was unavoidable in 22 patients (38.6%). The cumulative probability of requiring conversion surgery was calculated to be 54.0% at 20 years, thereby reducing the cumulative risk of IS to 32.3%. The 20-year cumulative probability of pouch salvage by repair/redo IPAA was only 21.9%. However, this rate increased to 67.7% when conversion procedures were considered. Following repair/redo-IPAA, only 8.3% of patients reported evacuation frequencies of ≤ 4 during the day, and 16.7% were evacuation-free at night. In contrast, after conversion to CI, 98.0% of patients reported a maximum of four evacuations in a 24-h period. After undergoing repair/redo IPAA, between half and two-thirds of patients reported experiencing incontinence or soiling, while complete continence was achieved in all patients following conversion to CI. Notably, the majority of patients expressed overall satisfaction with their respective procedures. A positive correlation was identified between very high subjective satisfaction and positive objective surgical outcomes exclusively in patients who underwent conversion to CI.When complications or failure of IPAA occur, conversion to CI emerges as a highly viable alternative to repair/redo IPAA. This conclusion is supported by the observation that patient satisfaction appears to be closely tied to stable surgical outcomes. To reinforce these findings, further prospective studies are warranted.",no,no,no,human non-RCT,"effectiveness, safety",,,0
2023-11-03,36927973,Early Initiation of Dapagliflozin during Hospitalization for Acute Heart Failure Is Associated with a Shorter Hospital Stay.,"Objective Sodium-glucose co-transporter-2 inhibitors (SGLT2is), such as dapagliflozin, have a diuretic effect, and their early initiation to treat acute heart failure (AHF) may improve outcomes; however, the significance of the timing of starting dapagliflozin after hospital admission remains unclear. Methods We performed a post hoc analysis of a prospective, observational registry. Participants were divided into the early (E) group and late (L) group using the median time to the initiation of dapagliflozin (6 days) as the cut-off. We evaluated the relationship between the time to the initiation of dapagliflozin after hospital admission and patient characteristics and the length of the hospital stay. Patients Study subjects were 118 patients with AHF admitted between January 2021 and April 2022 who were started on dapagliflozin treatment (10 mg/day). Results Patients were divided into the E group (n=63) and L group (n=55). The HF severity as evaluated by the New York Heart Association class and the N-terminal pro-brain natriuretic peptide level was not significantly different between the groups. The time to the initiation of dapagliflozin and length of hospital stay showed a significant positive correlation (p<0.001, r=0.46). The hospital stay was significantly shorter in group E [median, 16.5 days; interquartile range (IQR): 13-22 days] than in group L (median, 22 days; IQR: 17-27 days; p=0.002). A multivariate logistic regression analysis showed that the early initiation of dapagliflozin was independently associated with a shorter hospital stay, even after multiple adjustments. Conclusion Early initiation of dapagliflozin after hospital admission is associated with a shorter hospital stay, suggesting it is a key factor for shortening hospital stays.",no,no,no,human non-RCT,effectiveness,,,0
2023-11-03,37916144,Management of small cell lung cancer complicated with paraneoplastic Cushing's syndrome: a systematic literature review.,"Paraneoplastic Cushing's syndrome (PCS) is a rare, but clinically important feature of small cell lung cancer (SCLC) that is associated with even worse prognosis. To identify key considerations in comprehensive management of SCLC patients complicated with PCS, we conducted a systematic review of relevant reports on PubMed and Web of Science, focusing on SCLC with PCS cases. The systematic review analyzed 61 reports published between 1985 and 2022 with a total of 157 SCLC patients included. Out of the 157 patients, 132 (84.1%) patients across 58 (95.1%) reports were diagnosed with ectopic Cushing's syndrome. The immunohistochemical (IHC) staining for adrenocorticotropic hormone (ACTH) was performed on 30 (19.1%) patients across 22 (36.1%) reports and demonstrated encouraging performance. For treatment, chemotherapy and ketoconazole were utilized in 50 (81.97%) and 24 (39.34%) reports, respectively. Regarding cause of death, infection and cancer were equally frequent, each being recorded in 17 (27.87%) reports. To conclude, the majority of PCS cases in SCLC patients were caused by ectopic hormone secretion. In order to make a differential diagnosis, it is recommended to utilize IHC staining for a specific hormone such as ACTH or corticotropin-releasing hormone. In the comprehensive treatment of SCLC with PCS patients, effective management of hypercortisolism and potent safeguarding against infection play two crucial roles. Ultimately, further confirmations are required regarding the specificity and accuracy of IHC staining technique as well as the efficacy and safety of immunotherapy in the treatment of SCLC with PCS patients.",no,no,yes,other,"effectiveness, safety, diagnostic",,,0
2023-11-06,36263471,Hypothalamic-pituitary-adrenal axis activity in patients with primary polydipsia compared to healthy controls.,"Primary polydipsia is characterized by excessive fluid intake which may suppress vasopressin levels. It is speculated that suppressed vasopressin levels lead to a dysregulated hypothalamic-pituitary-adrenal (HPA) axis as vasopressin co-modulates the HPA axis. However, data are contradictory. The aim of this study was to investigate markers of the HPA axis in patients with primary polydipsia compared to healthy controls.Exploratory analysis combining data from two different prospective observational studies.We included 34 patients with primary polydipsia (68% females, median aged 29.5 years (interquartile range, IQR: 26.0, 38.8) and 20 healthy controls (55% females, median age 24.0 years [IQR: 22.0, 27.2]).The main outcome was difference in HPA axis activity assessed using circadian serum and salivary cortisol, 24-h urinary free cortisol and cortisol levels before and after adrenocorticotropic hormone (ACTH) stimulation; vasopressin suppression was assessed measuring fasting copeptin levels between patients with primary polydipsia and healthy controls using Wilcoxon rank-sum test.No difference was seen in circadian serum cortisol levels (p = .9), urinary free cortisol levels (p = .17) and serum cortisol in response to ACTH stimulation (p = .77) between groups. Circadian salivary cortisol levels were significantly lower in patients with primary polydipsia compared to healthy controls with an estimated difference of -3.7 nmol/L (95% CI: -5.5, -1.8 nmol/L, p < .001). Fasting copeptin levels were significantly lower in patients with primary polydipsia compared to healthy volunteers (p < 0.01).Our results suggest no difference in HPA axis activity between patients with primary polydipsia and healthy controls. The observed difference in salivary cortisol levels may be linked to a dilution effect in saliva rather than an altered stress axis considering the other findings.",no,no,no,human non-RCT,biomarker,,,0
2023-11-06,37032306,Diagnostic accuracy of morning serum cortisol concentration in predicting secondary adrenal insufficiency.,,no,no,no,not a study,diagnostic,,,0
2023-11-06,37461146,Effect of mesencephalic astrocyte-derived neurotrophic factor on the inflammatory response in human gingival fibroblasts cells.,"Mesencephalic astrocyte-derived neurotrophic factor (MANF) is a unique member of the neurotrophic factor family residing in the endoplasmic reticulum, where it functions as a stress response protein maintaining endoplasmic reticulum homeostasis, in addition to being secreted extracellularly as a neurotrophic factor to bind with receptors to initiate intracellular signal transduction pathways. Interestingly, MANF has shown an important protective role in the inflammatory response of many diseases. In neural stem cells, pancreatic β cells, and retinal cells, MANF can inhibit the inflammatory response, modulate the immune response, and promote tissue repair. However, the role of MANF in the periodontal inflammatory response remains unclear. In the present study, we used lipopolysaccharide (LPS) from Porphyromonas gingivalis (Pg) to establish a Pg-LPS-stimulated periodontal inflammatory model in human gingival fibroblasts cells (HGF-1) to investigate the role of MANF in vitro. We found that MANF could inhibit pro-inflammatory cytokine secretion, alleviate the endoplasmic reticulum stress response, promote cell survival, and inhibit cell apoptosis. Therefore, MANF might be a novel promising target for the treatment of periodontitis.",no,no,no,in vitro,"effectiveness, safety",,,0
2023-11-06,37530098,Trimetazidine in heart failure with preserved ejection fraction: a randomized controlled cross-over trial.,"Impaired myocardial energy homeostasis plays an import role in the pathophysiology of heart failure with preserved ejection fraction (HFpEF). Left ventricular relaxation has a high energy demand, and left ventricular diastolic dysfunction has been related to impaired energy homeostasis. This study investigated whether trimetazidine, a fatty acid oxidation inhibitor, could improve myocardial energy homeostasis and consequently improve exercise haemodynamics in patients with HFpEF.The DoPING-HFpEF trial was a phase II single-centre, double-blind, placebo-controlled, randomized cross-over trial. Patients were randomized to trimetazidine treatment or placebo for 3 months and switched after a 2-week wash-out period. The primary endpoint was change in pulmonary capillary wedge pressure, measured with right heart catheterization at multiple stages of bicycling exercise. Secondary endpoint was change in myocardial phosphocreatine/adenosine triphosphate, an index of the myocardial energy status, measured with phosphorus-31 magnetic resonance spectroscopy. The study included 25 patients (10/15 males/females; mean (standard deviation) age, 66 (10) years; body mass index, 29.8 (4.5) kg/m2 ); with the diagnosis of HFpEF confirmed with (exercise) right heart catheterization either before or during the trial. There was no effect of trimetazidine on the primary outcome pulmonary capillary wedge pressure at multiple levels of exercise (mean change 0 [95% confidence interval, 95% CI -2, 2] mmHg over multiple levels of exercise, P = 0.60). Myocardial phosphocreatine/adenosine triphosphate in the trimetazidine arm was similar to placebo (1.08 [0.76, 1.76] vs. 1.30 [0.95, 1.86], P = 0.08). There was no change by trimetazidine compared with placebo in the exploratory parameters: 6-min walking distance (mean change of -6 [95% CI -18, 7] m vs. -5 [95% CI -22, 22] m, respectively, P = 0.93), N-terminal pro-B-type natriuretic peptide (5 (-156, 166) ng/L vs. -13 (-172, 147) ng/L, P = 0.70), overall quality-of-life (KCCQ and EQ-5D-5L, P = 0.78 and P = 0.51, respectively), parameters for diastolic function measured with echocardiography and cardiac magnetic resonance, or metabolic parameters.Trimetazidine did not improve myocardial energy homeostasis and did not improve exercise haemodynamics in patients with HFpEF.",no,no,no,human RCT,"effectiveness, safety",,,0
2023-11-06,37650307,Periodontitis in patients with primary Sjögren's syndrome: A nation-wide register study.,"The aim of this study was to compare the occurrence of periodontitis in patients with primary Sjögren's syndrome (pSS) and a non-Sjögren's patient group during a 7-year period from 2011 through 2017. In this population-based study, the patients were identified based on the International Classification of Diseases-10 (ICD-10) codes registered in the Norwegian Patient Registry (NPR), which contains information on diagnosis and time of admission for all hospitalized patients in Norway. The pSS group comprised patients with ≥4 registrations with ICD-10 code M35.0 (Sjögren's syndrome) as the main diagnosis. The dependent variable was periodontitis, defined by procedure codes registered in the Norwegian Control and Payment of Health Reimbursement (KUHR). Logistic regression analyses estimated the odds ratio for periodontitis in pSS patients relative to non-pSS patients, adjusted for relevant covariates. Lastly, regression analyses were performed separately for each of the 6 age categories. In total, 760 (7.5%) patients in the pSS group and 22,178 (7.1%) in the non-pSS group had periodontitis. When adjusting for covariates, the presence of pSS had no association with periodontitis (OR = 1.06, 95% CI: 0.98-1.14).",no,no,no,human non-RCT,,,,0
2023-11-06,37671508,Reproductive Factors and the Risk of Open Angle Glaucoma in Women.,"There was a significant inverse linear relationship between age at menopause and open angle glaucoma (OAG). Late menarche (≥13 y) and a history of 5 or more deliveries were significantly associated with an increased risk of OAG.To determine the association between reproductive factors including age at menarche, age at menopause, reproductive period, parity, and the risk of OAG in women.PubMed, Embase, Cochrane Library, and Web of Science were searched until February 9, 2022. Studies were included if they assessed the association between reproductive factors and OAG. The adjusted odds ratios (ORs) with relevant 95% CIs were extracted and pooled using fixed-effects models. Besides, we conducted dose-response analyses via the generalized least squares for trend method.Seven articles including 18,618 women were identified in this review. The pooled results indicated that late age at menarche (≥13 y) was significantly associated with an increased risk of OAG (OR=1.76, 95% CI: 1.28, 2.43). Early menopause (<45 y) also significantly elevated the risk of OAG (OR=1.89, 95% CI: 1.23, 2.90) in categorical meta-analyses, consistent with the inverse linear relationship between menopausal age and the risk of OAG in dose-response analyses ( P =0.002). In addition, women who had delivered at least 5 children were at significantly higher risk of OAG compared with those nulliparous (OR=2.35, 95% CI: 1.02, 5.39), and a J-shape relationship between parity and OAG was observed in dose-response analyses ( P <0.001).Late menarche (≥13 y), early menopause (<45 y), and a history of 5 or more parturitions are possible risk factors for OAG. Longitudinal studies are warranted to further examine the relationships between reproductive factors and the risk of OAG.",no,no,yes,other,effectiveness,,,0
2023-11-06,37678265,Electrolyte Disorders in Mitochondrial Cytopathies: A Systematic Review.,"Several recent studies identified mitochondrial mutations in patients with Gitelman or Fanconi syndrome. Mitochondrial cytopathies are generally not considered in the diagnostic workup of patients with electrolyte disorders. In this systematic review, we investigated the presence of electrolyte disorders in patients with mitochondrial cytopathies to determine the relevance of mitochondrial mutation screening in this population. Our analysis demonstrates that electrolyte disorders are commonly reported in mitochondrial cytopathies, often as presenting symptoms. Consequently, more clinical attention should be raised for mitochondrial disease as cause for disturbances in electrolyte homeostasis. Further prospective cohort studies are required to determine the exact prevalence of electrolyte disorders in mitochondrial cytopathies.Electrolyte reabsorption in the kidney has a high energy demand. Proximal and distal tubular epithelial cells have a high mitochondrial density for energy release. Recently, electrolyte disorders have been reported as the primary presentation of some mitochondrial cytopathies. However, the prevalence and the pathophysiology of electrolyte disturbances in mitochondrial disease are unknown. Therefore, we systematically investigated electrolyte disorders in patients with mitochondrial cytopathies.We searched PubMed, Embase, and Google Scholar for articles on genetically confirmed mitochondrial disease in patients for whom at least one electrolyte is reported. Patients with a known second genetic anomaly were excluded. We evaluated 214 case series and reports (362 patients) as well as nine observational studies. Joanna Briggs Institute criteria were used to evaluate the quality of included studies.Of 362 reported patients, 289 had an electrolyte disorder, with it being the presenting or main symptom in 38 patients. The average number of different electrolyte abnormalities per patient ranged from 2.4 to 1.0, depending on genotype. Patients with mitochondrial DNA structural variants seemed most affected. Reported pathophysiologic mechanisms included renal tubulopathies and hormonal, gastrointestinal, and iatrogenic causes.Mitochondrial diseases should be considered in the evaluation of unexplained electrolyte disorders. Furthermore, clinicians should be aware of electrolyte abnormalities in patients with mitochondrial disease.",no,no,yes,other,diagnostic,,,0
2023-11-06,37804664,ACTH impairs the migratory and secretory profile of mononuclear cells during proestrus in cattle.,"The aim was to evaluate the effect of ACTH on the mechanisms involved in peripheral blood mononuclear cells (PBMCs) infiltration into the ovary during dairy cattle proestrus. Regarding this, proper expression pattern of adhesion molecules must take place both in PBMCs and in endothelial cells. Argentinian Holstein cows (n = 12) were treated with 100 IU of ACTH every 12 h for 4 days before ovulation when ovariectomy was performed (day 18). Blood samples were taken on day 15 (0 h) and immediately before (72 h) and after (74 h) the last ACTH administration. In PBMCs, flow cytometry was performed to analyze CD44, CD11b and CD62-L expression along with gene expression of chemokines' receptors. Interleukin (IL)-4 and tumor necrosis factor-α (TNF-α) production was analyzed by flow cytometry after exposing PBMCs to autologous follicular fluid. In ovarian blood vessels, expression of the vascular endothelium cell adhesion-1 (VCAM-1) and the platelet endothelial cell adhesion molecule-1 was evaluated by immunohistochemistry. In T-lymphocytes, the expression of CD44 and CD11b was lower at 72 h in ACTH-treated cows (P < 0.05). In monocytes, the expression of CD11b and CD62-L was lower at 72 h in ACTH-treated cows (P < 0.05). Also, the percentage of IL-4+ cells was higher in ACTH-treated cows, meanwhile, the percentage TNF-α+ cells was lower in ACTH-treated cows (P < 0.05). Finally, in the vessels associated with the preovulatory follicle VCAM-1 immunoexpression was lower in ACTH-treated cows (P < 0.05). Here, we present novel insights into the effect of stress during the preovulatory period on the inflammatory pathway necessary for ovulation.",no,no,no,animal,biomarker,,,0
2023-11-06,37820012,Real world evidence supports waking salivary cortisone as a screening test for adrenal insufficiency.,"Worldwide, adults and children are at risk of adrenal insufficiency largely due to infectious diseases and adrenal suppression from use of anti-inflammatory glucocorticoids. Home waking salivary cortisone is an accurate screening test for adrenal insufficiency, it has potential to reduce costs, and patients prefer it to the adrenocorticotropin (ACTH) (synacthen) stimulation test. We carried out a service evaluation of home waking salivary cortisone in clinical care to identify implementation barriers.Service evaluation in a centre where 212 patients referred for adrenal insufficiency had a waking salivary cortisone. Problems encountered during testing were recorded and patient feedback, via focus groups, collected.From all patients providing a waking salivary cortisone 55% had a normal test, 23% adrenal suppression, and 22% an equivocal result requiring a clinical centre ACTH stimulation test. The median (interquartile range [IQR]) for the time of the saliva sample was 07:40 (07:00-08:40). The median (IQR) days between collection and (i) delivery to local laboratory was 1 (0.25-2) day; (ii) reporting by local laboratory was 13 (11-18) days. Patients considered the test is ""easy to do"" and preferred it to the inpatient ACTH stimulation test. The principal challenge to clinical implementation was results reporting to clinicians due to delays at the local laboratory.This service evaluation provides real-world evidence that home waking salivary cortisone is an effective, practical screening test for adrenal insufficiency. It identified key barriers to testing implementation that need to be addressed when introducing the test to a health service.",no,no,no,other,"effectiveness, diagnostic",,,0
2023-11-06,37827455,"Aldehyde oxidase 1 activity and protein expression in human, rabbit, and pig ocular tissues.","Aldehyde oxidase (AOX) is a cytosolic drug-metabolizing enzyme which has attracted increasing attention in drug development due to its high hepatic expression, broad substrate profile and species differences. In contrast, there is limited information on the presence and activity of AOX in extrahepatic tissues including ocular tissues. Because several ocular drugs are potential substrates for AOX, we performed a comprehensive analysis of the AOX1 expression and activity profile in seven ocular tissues from humans, rabbits, and pigs. AOX activities were determined using optimized assays for the established human AOX1 probe substrates 4-dimethylamino-cinnamaldehyde (DMAC) and phthalazine. Inhibition studies were undertaken in conjunctival and retinal homogenates using well-established human AOX1 inhibitors menadione and chlorpromazine. AOX1 protein contents were quantitated with targeted proteomics and confirmed by immunoblotting. Overall, DMAC oxidation rates varied over 10-fold between species (human ˃˃ rabbit ˃ pig) and showed 2- to 6-fold differences between tissues from the same species. Menadione seemed a more potent inhibitor of DMAC oxidation across species than chlorpromazine. Human AOX1 protein levels were highest in the conjunctiva, followed by most posterior tissues, whereas anterior tissues showed low levels. The rabbit AOX1 expression was high in the conjunctiva, retinal pigment epithelial (RPE), and choroid while lower in the anterior tissues. Quantification of pig AOX1 was not successful but immunoblotting confirmed the presence of AOX1 in all species. DMAC oxidation rates and AOX1 contents correlated quite well in humans and rabbits. This study provides, for the first time, insights into the ocular expression and activity of AOX1 among multiple species.",no,no,no,other,biomarker,,,0
